	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Smg5	1311.93804843897	-0.0366545356935176	0.0769533583961335	-0.47632145571647	0.633845382044506	0.999680625307699
Cct3	1740.9078819065	0.0385040758731756	0.0605495409588106	0.635910285420137	0.524834898384504	0.999680625307699
Glmp	1495.90899684786	0.0158613787328811	0.0638656782400868	0.248355285185483	0.803859527149099	0.999680625307699
Mef2d	2267.93725975997	-0.0357123720888885	0.0670227683212984	-0.532839406419144	0.594144752887419	0.999680625307699
Tmem79	23.9180822202236	-0.188682152956183	0.381386885522152	-0.494726379219519	0.620793278216314	0.999680625307699
Snd1	1867.10001327875	-0.0126711207250064	0.0669475823476435	-0.18926928024388	0.849881770957717	0.999680625307699
Col18a1	1282.47552640204	-0.0190910416968727	0.145943233084711	-0.130811420943317	0.895924488028601	0.999680625307699
Slc19a1	495.875795693258	-0.0705270374467188	0.111074276910345	-0.634953829171859	0.525458528058645	0.999680625307699
Kpnb1	2694.48737795034	-0.00743041159041931	0.0506343937300902	-0.146746332740303	0.883332246212256	0.999680625307699
Npepps	1935.89529947382	-0.0238839067357461	0.0681082365050106	-0.35067574733034	0.725831622328978	0.999680625307699
Tbx21	21.1365867789231	0.0582761841391721	0.420275855576079	0.138661746483847	0.889717447892175	0.999680625307699
Mrpl10	488.548150590127	0.0474596425799307	0.0908051067668827	0.522653893263628	0.601215129144128	0.999680625307699
Cyp51	355.072026356415	-0.0473873960570046	0.140993401920295	-0.336096550700956	0.736798059429765	0.999680625307699
Tcf25	6000.01884201429	0.0620149060768756	0.0589303380118303	1.05234261619925	0.292642386033098	0.999680625307699
Tubb6	727.577393739611	0.226966604994893	0.1362714662757	1.66554753682404	0.0958035679481185	0.999680625307699
Def8	877.646776787742	0.0635216015737277	0.0693565042052628	0.915870866065186	0.359734629016885	0.999680625307699
Meox1	180.259092523238	0.208450154541749	0.177963701428161	1.17130714223706	0.241475341589177	0.999680625307699
Sost	19.2551392715524	-0.151580166017878	0.616194270187467	-0.245994118010481	0.805686785775159	0.999680625307699
Pax9	21.2671532271053	-0.132786034276531	0.397496206281774	-0.334056104632111	0.738337222589297	0.999680625307699
Irx2	12.5262703532987	-0.85749119862118	0.822704055549853	-1.04228390857764	0.297280070527465	0.999680625307699
Col1a1	56582.3466443953	0.0188906121628771	0.119972235162253	0.157458199702032	0.874883748702767	0.999680625307699
Itga3	835.066360813685	-0.253120415700762	0.118350511400342	-2.13873529320491	0.0324571125687137	0.999680625307699
Sgca	30.5847586086639	0.798096785653807	0.39774229654543	2.00656755036021	0.0447957293898874	0.999680625307699
Dlx3	35.9904581468804	0.318149922420472	0.326148714229597	0.975475016579417	0.329324688512717	0.999680625307699
