	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Srgap3	1071.85344558728	-0.0629654037995795	0.0776336538635755	-0.811058100011984	0.417332306317748	0.999680625307699
Rassf8	1250.26955181399	-0.047771035068708	0.0908948868163257	-0.525563502435956	0.599191520864323	0.999680625307699
Lrmp	265.840935684682	0.0963851091756783	0.169471981531432	0.568737724694637	0.569534142424851	0.999680625307699
Thumpd3	289.231664882448	0.0237467167185322	0.161048904565208	0.147450346108484	0.882776569311666	0.999680625307699
Kras	997.702260854142	0.180255108197324	0.0901038997502938	2.00052504605092	0.04544359816878	0.999680625307699
Bcat1	2349.5187831695	0.0337051364759699	0.128175933163137	0.262959946100579	0.792581451294678	0.999680625307699
Mtmr14	391.279119374503	0.0209654986708332	0.106437175446939	0.196975338576933	0.843846836656864	0.999680625307699
Cpne9	665.166616116172	0.042104401322136	0.231262080995743	0.182063575406948	0.855532833556464	0.999680625307699
Ogg1	148.316114316599	0.162391671767684	0.166147973900704	0.977391827027248	0.328375207640264	0.999680625307699
Camk1	1143.64179687368	-0.0225837206313557	0.0629721736044343	-0.358630158984466	0.719871782038597	0.999680625307699
Etnk1	2317.70407859117	-0.0840736913715349	0.0849549574726893	-0.98962666656107	0.322356630923845	0.999680625307699
Ttll3	1394.07884669702	-0.00165933822452993	0.154682413297071	-0.0107273877434478	0.99144094710021	0.999680625307699
Cidec	3.10081189429121	0.65923583987533	1.24655058764831	0.528848043880045	0.59691086648443	0.999680625307699
C2cd5	715.336519528016	0.0163079267422095	0.0824726997261003	0.197737273017248	0.843250625804256	0.999680625307699
Il17rc	709.769906898758	0.112050417159178	0.103231265658249	1.08543101205525	0.277730803248157	0.999680625307699
Cmas	481.161262689755	0.027076282751514	0.109412303429908	0.247470182993266	0.804544364498975	0.999680625307699
St8sia1	14.5720632625328	0.391904390124172	0.521873976402384	0.750955992911973	0.452679140702922	0.999680625307699
Creld1	664.885626518805	-0.0345742576799193	0.084564958666085	-0.408848513915083	0.682650834742814	0.999680625307699
Emc3	1133.437898915	0.0142515113075271	0.0692764645353604	0.205719379635096	0.837010119574583	0.999680625307699
Itpr2	456.798141767359	-0.123384456394018	0.0989015794533168	-1.24754788625249	0.212196673308809	0.999680625307699
Med21	151.56583280868	0.173468950791159	0.146119191395215	1.18717431389262	0.235158870396912	0.999680625307699
Sec13	1118.98506071253	0.0188733694586371	0.0626182375208218	0.301403715688441	0.763106661270078	0.999680625307699
Ccdc91	529.239542420858	-0.0570352885275343	0.0904387440141737	-0.630651046177683	0.528268714256073	0.999680625307699
Atp2b2	427.171877352971	-0.316271600268524	0.213883058301985	-1.47871272638142	0.139217109518588	0.999680625307699
Far2	43.9988937776251	0.269163364201634	0.299891640561205	0.897535402113685	0.369433291368339	0.999680625307699
Ergic2	391.733948075704	-0.0313611520099394	0.107689184252554	-0.291219143571473	0.770883722329494	0.999680625307699
Tmtc1	2336.50623398229	-0.173370245869284	0.0893235479026785	-1.94092431324132	0.0522674584513018	0.999680625307699
Slc6a11	1839.58396923701	0.0794581447141861	0.138035099290525	0.575637248225895	0.56486039867877	0.999680625307699
Caprin2	222.523922600698	-0.0592355777968496	0.150865814903431	-0.392637509264548	0.694587231536934	0.999680625307699
Slc6a1	206.628512915526	0.298473612466043	0.23446020792596	1.27302460023535	0.203009312563501	0.999680625307699
Dennd5b	423.108397062682	-0.166245006135931	0.105918560986871	-1.56955499193893	0.116518676373201	0.999680625307699
Atg7	608.272628965249	-0.0262009659265535	0.0812908640242139	-0.322311322939673	0.747216856008812	0.999680625307699
Vgll4	1093.39688287228	-0.100748319762451	0.121000785242525	-0.832625338426678	0.405056064019451	0.999680625307699
Tamm41	131.162309055205	0.106690682897673	0.170787159902069	0.624699672732132	0.532168187969157	0.999680625307699
Timp4	149.430349786046	-0.0615387820064428	0.192049605458585	-0.32043170231721	0.748641096454013	0.999680625307699
Cand2	379.787827672894	-0.0390954295367042	0.174254307456601	-0.22435846842088	0.822478384337125	0.999680625307699
Efcab12	77.5655826051188	-0.128852229294363	0.269615056034916	-0.47791184657609	0.632712949258806	0.999680625307699
Mbd4	157.41985940192	-0.0772386500226322	0.148850915318855	-0.518899395795978	0.603830899142541	0.999680625307699
Ift122	819.882925064845	-0.0200090451955418	0.099545050459673	-0.201004922928315	0.840694724690977	0.999680625307699
Rho	28.3256929915704	-0.191892268244003	0.315498718149452	-0.608218852265205	0.543042332700904	0.999680625307699
Klrb1c	9.55275886269966	0.173738768940114	0.558903616879105	0.310856404741599	0.755909787571135	0.999680625307699
Necap1	918.922150424822	0.0110306332283415	0.103296762365084	0.106785856359715	0.91495886830042	0.999680625307699
Pianp	34.2678342474969	0.0102045266181074	0.31825988510324	0.0320635024888455	0.974421409229889	0.999680625307699
Ing4	28.8974303581414	0.239195100074646	0.32886999999557	0.72732417088171	0.467027394601009	0.999680625307699
Mrpl51	535.672224483578	0.0244557080489781	0.0813139636411599	0.300756560790735	0.763600135027812	0.999680625307699
Cd27	25.4934697180585	-0.117225234947672	0.41049734791093	-0.285568799760206	0.775208402900067	0.999680625307699
Vamp1	931.736392634565	0.00655264357521825	0.0962484617692093	0.0680805018051156	0.94572155164488	0.999680625307699
Ltbr	842.819319781167	-0.076722118284362	0.095101348161382	-0.806740595876397	0.41981595020262	0.999680625307699
Scnn1a	68.3535897819734	-0.260306053288841	0.415584492632824	-0.626361324600303	0.531077971160118	0.999680625307699
Tnfrsf1a	2115.37056363928	0.129302409327779	0.109612198683834	1.17963521287206	0.238145331549933	0.999680625307699
Cd9	1767.28633002067	0.0391052857554856	0.0901795908870635	0.433637870507299	0.664551429754122	0.999680625307699
Akap3	2.79350683150761	0.890620446375209	1.08896445565993	0.81785997857522	0.413437145104125	0.999680625307699
Dyrk4	4.60174727552552	-0.352359076394462	1.27346845009889	-0.276692427179566	0.782016287179326	0.999680625307699
Rad51ap1	31.1675579636389	0.0508886807886108	0.332271500110176	0.153153914108604	0.878276900029098	0.999680625307699
D6Wsu163e	288.445993977907	-0.141132085898165	0.11570479758868	-1.21976001721102	0.222555862405185	0.999680625307699
Prmt8	680.593169428251	0.0996194592958883	0.120706189699253	0.825305309894185	0.409198277990335	0.999680625307699
Tspan11	4745.21335191712	0.154730348566278	0.110068548955662	1.40576349951344	0.159794364014275	0.999680625307699
Tspan9	1764.08856010162	0.0964494479793822	0.066937701294907	1.44088377870127	0.149617519529738	0.999680625307699
Tead4	92.4824472338799	0.366943482465374	0.187853153976055	1.95335279019135	0.0507778061905718	0.999680625307699
Fkbp4	2275.19132488721	-0.0226642508799072	0.0918156399185669	-0.246845209596193	0.805028020664669	0.999680625307699
Pzp	9.84165587033875	0.180381216506482	0.645731753200711	0.279343884844415	0.779980930897752	0.999680625307699
Klrb1a	2.21421815625408	1.12366708931371	1.28630828890426	0.873559704937375	0.382358078402079	0.999680625307699
Clec2i	52.3334974738318	-0.515697060429146	0.28468697147614	-1.81145297150476	0.070070762575458	0.999680625307699
Strn4	1470.58817784032	-0.0465304851818541	0.0599317556402339	-0.776391158323033	0.437518063574889	0.999680625307699
Slc8a2	241.836046373716	0.0456652826663112	0.145345620768717	0.314184097359058	0.75338122007957	0.999680625307699
Mzf1	125.93442341203	0.0466224213090205	0.162664391187535	0.28661725512666	0.774405400843049	0.999680625307699
Slc27a5	2.4039203146949	-1.01501465225706	1.12208043065655	-0.904582795070368	0.36568645344589	0.999680625307699
Zfp606	238.524105121257	-0.0282077882795322	0.134430686979569	-0.209831467154663	0.833799212510188	0.999680625307699
Zik1	77.4299145047376	-0.0783620371439257	0.206599598702339	-0.379294236949737	0.704469378753955	0.999680625307699
Mark4	966.263373385173	0.00738157473180201	0.0725491441311519	0.101745855450174	0.918958403597558	0.999680625307699
Ckm	172.832218385633	3.20857600752984	1.41650467457622	2.265136194125	NA	NA
Ercc2	334.873988819341	-0.05505544796756	0.109573364565186	-0.502452837749698	0.61534901958691	0.999680625307699
Rtn2	87.0211825576696	0.0716214935099938	0.411740463924428	0.173948153716414	0.861906208260655	0.999680625307699
Ppm1n	26.8117031908486	-0.0322614588211797	0.376461040933664	-0.0856966732631025	0.931707546752743	0.999680625307699
Vasp	1086.87124320822	0.022543172935696	0.118244279459126	0.19064916323067	0.848800469876045	0.999680625307699
Gipr	8.61104794000689	-0.525466871699787	0.785766811895633	-0.66873131283328	0.503666889234529	0.999680625307699
Qpctl	414.846987432082	0.0360887414502468	0.130317116478922	0.276930171763614	0.781833724544519	0.999680625307699
Dmpk	2065.42423466414	-0.0562459518941593	0.104590007065965	-0.537775581740662	0.590731991784213	0.999680625307699
Dmwd	1227.00973063365	0.042381810415471	0.0677716883716635	0.62536158436908	0.531733769162533	0.999680625307699
Nova2	241.527841287557	-0.137560073319449	0.146235337696008	-0.940676005449563	0.346870918865867	0.999680625307699
Pglyrp1	165.1865838909	0.490806516042459	0.344443096801559	1.4249277183953	0.154178096259149	0.999680625307699
Pdcd5	426.619280043815	0.0291151801675314	0.106203518040149	0.274145157380988	0.783973072061846	0.999680625307699
Uri1	777.995064520883	0.0456049968350108	0.107788287214637	0.423097889515567	0.672223842133039	0.999680625307699
Pop4	382.474699783265	-0.00323941799439473	0.100751957042429	-0.0321524076503104	0.974350509729509	0.999680625307699
Zfp939	59.6947204759928	0.208960661904981	0.234085077384381	0.892669726066544	0.37203406725513	0.999680625307699
Lilra6	15.6310942981097	0.697231133390635	0.494977271915397	1.408612421117	0.158949803983648	0.999680625307699
Ttyh1	1249.04127517055	0.394518781557494	0.204040658140086	1.93353023438413	0.0531709122453188	0.999680625307699
Tmem238	140.698896658953	0.157726060380535	0.182601835803721	0.863770397960706	0.387714032441917	0.999680625307699
Rpl28	3217.95434364839	0.0305344492641491	0.0510112075032526	0.598583149834321	0.549450895327323	0.999680625307699
Sbk2	17.2270193217166	-0.173280247231825	0.648417596416247	-0.267235571936251	0.789287789299419	0.999680625307699
U2af2	3134.9013216537	0.0308117122110583	0.057805759028799	0.533021496970704	0.594018699527013	0.999680625307699
Zfp583	69.5878754208201	-0.02990611781537	0.257676280071353	-0.116060810126135	0.907604347848621	0.999680625307699
Zfp273	61.3610739290006	0.0771789942894871	0.26255857872524	0.293949619411418	0.768796401283682	0.999680625307699
Cyfip1	1382.20909046422	0.0410251747738946	0.0612122308373121	0.670212050969519	0.502722622755289	0.999680625307699
Oca2	79.870112328279	-0.414065785193207	0.344362390345966	-1.20241291384118	0.229203588299774	0.999680625307699
Herc2	1586.79411744005	0.030462214325089	0.0700045634656344	0.435146122153067	0.663456367191191	0.999680625307699
Nipa2	318.551404110132	-0.0715711515705945	0.108274588163901	-0.66101522789681	0.508602547905304	0.999680625307699
Psd3	1407.26831005549	0.00193856170478076	0.120968077031889	0.0160253990337445	0.987214128796485	0.999680625307699
Siglecg	72.0468720896186	0.21638306885274	0.361100300899561	0.599232590816717	0.549017792453666	0.999680625307699
Zfp719	162.834492101843	-0.148085227552473	0.146557831833385	-1.01042179527345	0.312293250045867	0.999680625307699
Csrp3	3.3610622348108	0.213656643264908	1.25279016049647	0.170544637084505	0.86458183318395	0.999680625307699
Zdhhc13	140.441483484447	-0.127610381189186	0.156325537947566	-0.816311799496183	0.414321827468897	0.999680625307699
Ceacam18	1.93496467277243	0.287175855897559	1.34962314317895	0.212782255067985	0.831496805205166	0.999680625307699
Siglece	121.493893375734	0.259807968781441	0.182507235862432	1.423548866727	0.154577106737931	0.999680625307699
Cyp2b10	5.09787944191905	-0.681867166979525	1.05892016414134	-0.643926888985481	0.519622844469557	0.999680625307699
Lypd5	2.1576455746353	-3.25126145231328	4.26674541010699	-0.762000339793358	0.446059801359332	0.999680625307699
Zfp108	49.0793717437778	-0.0558006327265328	0.276464460985791	-0.201836549000056	0.840044507550054	0.999680625307699
Tdrd12	1.24983241705828	-1.04361699821028	1.62047754229858	-0.644018180424738	0.519563644835959	0.999680625307699
Slc7a9	2.02518418193072	-1.97177051790291	1.39164634103307	-1.41686178432315	0.156523341519676	0.999680625307699
Faap24	92.1148476137278	0.0998916340439798	0.179383236448789	0.556861588749945	0.577622000298418	0.999680625307699
Rhpn2	165.707451924843	-0.338007752943691	0.20607124993188	-1.64024701677417	0.100953817081726	0.999680625307699
Slc7a10	158.99655770452	-0.349680631545094	0.563478494180957	-0.620574937919097	0.534879333732014	0.999680625307699
Gas2	96.7316139307216	0.0406732636205638	0.195061972459452	0.208514571588364	0.834827206196402	0.999680625307699
Kctd15	787.366975810215	0.0924536578416802	0.0878989397655161	1.05181766797546	0.292883211380761	0.999680625307699
Slc17a6	524.373305440343	0.25035473176321	0.196647091674229	1.27311687974493	0.202976569988727	0.999680625307699
Prmt3	283.853694901392	-0.0186531847933431	0.114401304822009	-0.1630504549084	0.870478708902003	0.999680625307699
Dbx1	97.1408028627042	-0.0289870705796902	0.310478967406738	-0.093362429094001	0.925615637347851	0.999680625307699
Asb7	257.947425133349	-0.0158874192692643	0.126801885836601	-0.125293241219906	0.900291402745421	0.999680625307699
Cers3	4.21541040351674	-1.43571909918041	0.969748800931082	-1.48050618655257	0.138738210947166	0.999680625307699
Snrpa1	207.676963214593	0.0339761049855504	0.128311893759942	0.264793106780234	0.791168847405938	0.999680625307699
Pcsk6	388.688666734345	0.305357020383237	0.13017181412696	2.3457998371707	0.0189863006274114	0.999680625307699
Tarsl2	169.656346968659	-0.0724337234495093	0.140757235472168	-0.514600355758136	0.606832316461091	0.999680625307699
Tjp1	1651.39730967483	0.0140648263706701	0.0766612966425334	0.183467107740865	0.854431524925098	0.999680625307699
Fam189a1	178.002997400185	0.0231593804350626	0.150518409167191	0.153864105814047	0.877716886434209	0.999680625307699
Apba2	34.3940696786409	0.0568748546316147	0.308559000684092	0.184324082284166	0.853759222661389	0.999680625307699
Mphosph10	248.393385025596	0.0565417796673131	0.130244335966817	0.434120833336801	0.664200697653276	0.999680625307699
Mtmr10	306.940199719375	-0.0708883850630993	0.119245641381355	-0.59447359452237	0.552195398241181	0.999680625307699
Trpm1	43.4914068847502	0.337416389525477	0.415467150531095	0.812137347306892	0.416712825134667	0.999680625307699
Chrna7	28.3717120643399	-0.148069392642988	0.343214010608199	-0.431420012197632	0.666163001339798	0.999680625307699
Crtc3	624.885760760969	-0.000364189781682525	0.0837012006499283	-0.00435106998292308	0.99652835939173	0.999680625307699
Blm	91.515500835983	0.0459797592253442	0.20263491121057	0.226909365965886	0.820494219014334	0.999680625307699
Furin	1441.05180413382	-0.0314713235292379	0.120273836321207	-0.261663920365769	0.793580558954915	0.999680625307699
Hddc3	58.9400096560915	-0.239728949354963	0.233814906811063	-1.02529369330878	0.305224630682699	0.999680625307699
Unc45a	1270.3302672932	0.0297117082070185	0.0775103404915766	0.383325734586954	0.701478260411492	0.999680625307699
Vps33b	379.95751222238	-0.00624848346613643	0.0954558871793452	-0.065459382870714	0.947808244716662	0.999680625307699
Iqgap1	2487.1698225934	0.0184435586243595	0.0640881936504333	0.287784029691323	0.773512062913948	0.999680625307699
Cib1	462.053736242679	0.0521912980725037	0.0954039248778404	0.547056089561639	0.584340198216417	0.999680625307699
Sema4b	288.614869278017	0.0404371360219719	0.129288808655509	0.312765941944108	0.754458492490832	0.999680625307699
Idh2	1501.64102965202	0.00901052885566347	0.0904002195347389	0.0996737497103192	0.920603341433734	0.999680625307699
Mesp2	28.4415577019587	-0.179168964793125	0.333286046858342	-0.537583155616707	0.590864861810297	0.999680625307699
Mesp1	40.4633074035806	0.152514838569316	0.306856455304951	0.497023399484128	0.619172550469991	0.999680625307699
Pex11a	275.836974220279	0.110578191285018	0.111939112732435	0.987842306284227	0.323229884469272	0.999680625307699
Plin1	3.26893535065969	0.345851221434739	0.955612696503713	0.361915682682012	0.717415040172758	0.999680625307699
Rhcg	1.20511238562555	-1.02252382006053	1.68095535822163	-0.608299212147019	0.542989043473871	0.999680625307699
Nr2f2	1185.14510141755	-0.135615047397698	0.0689044628344914	-1.96816057797948	0.0490495645605258	0.999680625307699
Pgpep1l	46.4460646120862	0.175798233872831	0.289336532447209	0.607590864471658	0.543458861334692	0.999680625307699
Synm	990.919802961785	0.00479340899750941	0.0996921713444144	0.0480821004585128	0.961650811469449	0.999680625307699
Ttc23	308.982956727451	-0.164296194157135	0.106613956984425	-1.54103832935435	0.123307457667893	0.999680625307699
Lrrc28	165.959605132089	-0.0636459618648881	0.160460007517406	-0.396646883230291	0.691627874696147	0.999680625307699
Mef2a	2072.0822167929	-0.0382802580701857	0.0890545674219064	-0.429851709781807	0.667303514968076	0.999680625307699
Rab38	93.4686481465822	-0.170156508023115	0.275423099242169	-0.617800425931243	0.536706902658785	0.999680625307699
Ctsc	1998.33970788256	0.206856556953145	0.0612446424791059	3.37754534241449	0.000731358943273531	0.933330692950162
Nox4	172.791408036398	-0.167476946636486	0.485308800780391	-0.345093570046903	0.730024027235716	0.999680625307699
Cd22	115.150179093589	0.083375889808334	0.35148689927431	0.237209096499682	0.812494579700151	0.999680625307699
Tyrobp	834.106502529628	0.0892523055759591	0.103309971224226	0.863927310387533	0.38762782305364	0.999680625307699
Sipa1l3	458.019084179129	-0.0226554709266216	0.138317657800075	-0.163793049180807	0.869894063730194	0.999680625307699
Dpf1	21.3615824944374	-0.097863189309007	0.444031170636029	-0.220397115744888	0.825561891493855	0.999680625307699
X2200002D01Rik	47.398962718615	-0.287473969819969	0.293272836641505	-0.980227057889359	0.326974051041266	0.999680625307699
Yif1b	510.902171716303	0.010905463260772	0.0948953246555524	0.114920975299429	0.908507759357658	0.999680625307699
Rasgrp4	162.059605609285	0.122465735219227	0.203492102583568	0.601820580083367	0.547293574464142	0.999680625307699
Fam98c	120.986107992495	0.0190270742187672	0.167683607689274	0.113470090970522	0.90965787385857	0.999680625307699
Psmd8	1349.93099410882	-0.00936968552309967	0.0740694846042496	-0.12649859214171	0.899337263403208	0.999680625307699
Ryr1	115.892030096875	1.36222475461972	1.07371953099787	1.26869700633434	NA	NA
Nfkbib	316.163193036157	0.0743673115336622	0.126618601278759	0.587333225786767	0.556979930474955	0.999680625307699
Fbxo17	215.450984683108	-0.0139432757428775	0.136281225790365	-0.102312520760019	0.91850861733246	0.999680625307699
Lrfn1	104.017218021429	-0.089696606618366	0.167534720322075	-0.535391150239961	0.592379408370738	0.999680625307699
Pak4	424.379285620206	-0.115464149345158	0.104111603087993	-1.10904208484399	0.26741202722965	0.999680625307699
Psmc4	1102.78357861996	0.0866095653952233	0.0641661152460776	1.34977106005366	0.177089430524483	0.999680625307699
Zfp626	170.980012265374	-0.119362561279363	0.158500416331423	-0.753074118302485	0.451405376199416	0.999680625307699
Mfge8	3298.7077540933	-0.0497301728332384	0.0882654813878834	-0.563415868256569	0.573151734285725	0.999680625307699
Hapln3	61.5471422910404	-0.221289052317642	0.240406852880633	-0.920477306142001	0.357323386881804	0.999680625307699
Acan	748.400482159913	0.176764178820228	0.16025769719407	1.10299961820972	0.270027330951423	0.999680625307699
Aen	302.868410010038	-0.0129778661334828	0.128303530456057	-0.101149719632443	0.91943160984242	0.999680625307699
Det1	135.251954174461	0.0417844000069148	0.151756965274706	0.275337609257524	0.783056872644443	0.999680625307699
Mrps11	198.830280956132	0.0100383179971385	0.132496347125563	0.0757629792436878	0.939607669721391	0.999680625307699
Mrpl46	191.102491812588	0.0613257526857727	0.13534162563012	0.453118191836798	0.650463636466574	0.999680625307699
Ccdc90b	299.052650003764	-0.074199379399643	0.13664939612485	-0.542990905952126	0.587136063851633	0.999680625307699
Tmem126b	425.973847791462	-0.0858115986608404	0.0933557798931605	-0.91918892176838	0.357996764619627	0.999680625307699
Tmem126a	194.419845677225	0.00571884423101158	0.130198723015676	0.0439239656008226	0.964965011946492	0.999680625307699
Sytl2	337.837621629721	-0.0352751127320588	0.183852440763227	-0.191866436940523	0.847846828401553	0.999680625307699
Ccdc83	5.31342393024907	0.083414664840841	0.792706141845518	0.105227726186959	0.916195110535103	0.999680625307699
Eed	393.691243724229	-0.074505706173775	0.11609094755178	-0.641787389499454	0.521011238633222	0.999680625307699
Me3	153.000428559173	-0.10000273005718	0.222645451021823	-0.449156852737036	0.653318510495565	0.999680625307699
Prss23os	10.3253454033399	0.353687325143117	0.509096163843993	0.694735789153384	0.487220894961358	0.999680625307699
Zfand6	1101.75952182847	-0.00544075655930374	0.0789165167131677	-0.0689431919439485	0.945034838089484	0.999680625307699
Fah	288.408593492897	-0.0984487576136776	0.126377543853947	-0.779005150847476	0.43597668055171	0.999680625307699
X1700010L04Rik	2.2880129200123	0.478391284311591	1.18373356020424	0.404137637382731	0.686111509394818	0.999680625307699
Sh3gl3	33.6095414721974	0.515074794126932	0.450080096078996	1.14440695914829	0.252454903480989	0.999680625307699
Ddias	13.4626591963419	-0.279149418588973	0.64970336897464	-0.429656720157579	0.667445370711731	0.999680625307699
Rab30	492.135700142399	-0.114322843864553	0.143190240362528	-0.798398295687694	0.424639391995151	0.999680625307699
Ndufc2	599.901536400684	-0.0581233354690308	0.0914539039886105	-0.635547887340811	0.525071144986395	0.999680625307699
Anapc15	88.271876605881	0.218731905160076	0.195483226101492	1.11892927859965	0.263170311082549	0.999680625307699
Tmc5	2.30481264362733	-0.835416693715702	1.599419530521	-0.522324929622168	0.601444114552797	0.999680625307699
Art2b	3.72126961538198	-0.0467312285802899	0.986661326794316	-0.0473629879992568	0.962223927195428	0.999680625307699
Coq7	332.606577388027	-0.0510461738111904	0.127379768666195	-0.400740041732682	0.688611526950673	0.999680625307699
Gm45837	3.17771177994969	1.45937699681493	1.01695234778947	1.43504953795245	0.151272981727771	0.999680625307699
Arl6ip1	4442.917227912	-0.118513971569822	0.123815257195201	-0.9571839065276	0.338474438567272	0.999680625307699
Smg1	1129.38991682359	0.0392027277116796	0.0717006785621575	0.546755323629115	0.584546840262038	0.999680625307699
Xylt1	277.33873053759	-0.0655007927220923	0.131993182556506	-0.496243756332275	0.619722442797171	0.999680625307699
Nucb2	855.195211290764	0.163430055217878	0.0855406506352762	1.91055426869153	0.0560618860377432	0.999680625307699
Pik3c2a	238.614362912069	-0.0312849311822362	0.159667001887014	-0.195938614820203	0.844658212775662	0.999680625307699
Ipo5	1629.68282036452	0.0733894079460424	0.0611613436118935	1.19993125742534	0.230166039243354	0.999680625307699
X1110004F10Rik	1295.86972474592	-0.0123879416736035	0.0726212820475352	-0.170582800583097	0.864551822838193	0.999680625307699
Sox6os	4.50939658518269	-0.551021919578185	0.771581762032918	-0.714145858147795	0.475136991747598	0.999680625307699
Calcb	45.2478133888013	-0.112569632984983	0.345775626265573	-0.325556876870564	0.744759643348933	0.999680625307699
Calca	48.4306927947356	0.177459273673229	0.370791404837399	0.478595974335082	0.632226082780704	0.999680625307699
Cyp2r1	9.78890715795874	-0.169177934884313	0.602102123100134	-0.280978804747011	0.778726656584264	0.999680625307699
Pde3b	130.77318850142	0.3507809464582	0.197934386033573	1.7722082225708	0.0763599992011518	0.999680625307699
Mylpf	176.099125007333	1.45749642329764	1.16178417634765	1.25453285814207	NA	NA
Qprt	144.591280725498	-0.0730272409214964	0.174061966901087	-0.419547372821515	0.67481614074241	0.999680625307699
Kif22	178.439715340286	-0.094559708671549	0.152024919199732	-0.622001374309664	0.533940964332837	0.999680625307699
Maz	2233.46766803048	-0.0039733308203186	0.0578347809902022	-0.0687014068747269	0.94522729832782	0.999680625307699
Mvp	1470.08484016889	0.0154949283820526	0.0708649678377667	0.218654278056339	0.826919367912358	0.999680625307699
Cdipt	1762.55485916984	0.0429910521458305	0.0631197161296209	0.681103382302058	0.495806077057677	0.999680625307699
Sez6l2	587.103969953019	0.0318618297037167	0.106349762333795	0.299594742898565	0.764486294646602	0.999680625307699
Kctd13	420.878688367862	0.0227112646744058	0.107296270104742	0.21166872485162	0.832365489177948	0.999680625307699
Stard10	539.699192696382	0.0275704983114594	0.11709229862702	0.235459536064631	0.813852081568073	0.999680625307699
Ino80e	379.210389680921	0.0163009546375718	0.134976923522813	0.120768455911774	0.903874435724707	0.999680625307699
Fchsd2	717.474072092897	-0.0470832724712751	0.0863154106731066	-0.545479331026862	0.585423892187284	0.999680625307699
Klk10	22.6114753203684	-1.11494757489517	0.777905744272626	-1.43326821161052	0.151781202756944	0.999680625307699
Aldoa	11648.674751132	0.0884437209204871	0.0798828921102339	1.10716723674	0.26822162993087	0.999680625307699
Ppp4c	1024.74594040952	0.0781206715169226	0.0661938558815049	1.18018010095632	0.237928591645757	0.999680625307699
Tbx6	62.6525701378866	-0.813216523995554	0.284006144879162	-2.86337651018629	0.00419152164560874	0.999680625307699
Plekhb1	3954.22361745478	0.356979270380094	0.32842764269223	1.08693430143035	0.277065845710635	0.999680625307699
Gdpd3	53.928843675277	0.0726117790157754	0.271224468243056	0.267718393868155	0.788916090225875	0.999680625307699
Rab6a	1468.44949663556	0.0592692731707636	0.0649581532614958	0.912422385719141	0.361546409752942	0.999680625307699
Mrpl48	592.346584590607	-0.0267875272726534	0.0878852375699955	-0.30480121591887	0.76051755539777	0.999680625307699
Coro1a	1268.95894820191	0.156145405628301	0.139608485931107	1.1184521097475	0.263373949229857	0.999680625307699
Dnajb13	59.7793871575981	-0.502784796187338	0.314209939429039	-1.60015560647434	0.109564067696097	0.999680625307699
Sult1a1	895.767317704909	0.0832673875871191	0.275617776154489	0.302111818580403	0.762566823232523	0.999680625307699
Klk7	15.868758706939	-4.69776541597602	2.29252788777894	-2.04916391247363	NA	NA
Sgf29	167.917821170657	0.384389814234439	0.150077439838387	2.5612764626607	0.0104288330092821	0.999680625307699
Nupr1	703.652306252971	0.0589427410805484	0.369312669660814	0.159601188701928	0.873195242537303	0.999680625307699
Ppme1	854.55485860672	0.0722128902028209	0.0781509027116921	0.9240186318669	0.355476615220664	0.999680625307699
Cln3	562.386597969478	-0.0078561395514428	0.0885190929238274	-0.0887507914050043	0.92927996605863	0.999680625307699
Nfatc2ip	107.413838031278	0.089251368269619	0.177222218476644	0.503612746961417	0.614533533284253	0.999680625307699
Cd19	87.5496021429631	0.00365287483227279	0.393168005936278	0.0092908750893246	0.992587060857963	0.999680625307699
Lipt2	57.6926325162813	0.22333464503044	0.232090199003262	0.962275210196622	0.33591137801956	0.999680625307699
Pold3	467.285068685284	-0.0282857018476502	0.0912751919512773	-0.309894739665397	0.756641003168451	0.999680625307699
Rabep2	628.252270243243	-0.148923166669128	0.0969893161621018	-1.5354594976237	0.124670998604919	0.999680625307699
Pgm2l1	183.41805281673	0.0283517640080627	0.151604620512571	0.187011213195259	0.851651841190435	0.999680625307699
Atp2a1	451.436914615837	2.6343262807173	1.33355343362582	1.9754186178763	NA	NA
Syt3	92.5994329041511	-0.0448587932567916	0.208483824596891	-0.215166780173605	0.829637289906658	0.999680625307699
Chrdl2	27.491461643964	-0.181402489659892	0.352677483599877	-0.514358012902515	0.607001708826414	0.999680625307699
Sh2b1	1344.64518842778	-0.0497179383965039	0.0753846760673467	-0.659523141707039	0.50955989062282	0.999680625307699
Gm9755	5.58204376732906	0.569766243217991	0.724822863668382	0.78607653231903	0.431822651931371	0.999680625307699
Slco2b1	929.43638507475	0.0714373338867397	0.11448267724117	0.624001251615121	0.532626763093102	0.999680625307699
Eif3c	2930.1675732071	-0.0153998455111151	0.0526124562782224	-0.292703412851101	0.769748861015722	0.999680625307699
Myh14	454.892111305525	-0.359108990362305	0.213141226942201	-1.6848405890977	0.0920193315152932	0.999680625307699
Spns1	1080.052651553	-0.000189912700638493	0.06675049651915	-0.00284511292862083	0.997729931383088	0.999680625307699
Lat	96.0391466318843	-0.100346778843831	0.241859636415649	-0.414896757189278	0.678217483839425	0.999680625307699
Rps3	6761.81778442263	0.0217253979413223	0.0470339986256575	0.461908376411587	0.644147026863845	0.999680625307699
Il21r	151.852639059351	0.0695214800207542	0.171060656180311	0.406414201682199	0.684438286570395	0.999680625307699
